Package,File,Feature,Technology,Confidence,,
main.java.org.broadleafcommerce.common.enumeration.domain,DataDrivenEnumerationValueImpl.java,Joining Columns for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.enumeration.domain,DataDrivenEnumerationValueImpl.java,Specifying IDs for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.enumeration.domain,DataDrivenEnumerationValueImpl.java,n-1 Associations,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.enumeration.domain,DataDrivenEnumerationValueImpl.java,Mapping Inheritance,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.enumeration.domain,DataDrivenEnumerationValueImpl.java,Generation of values for simple identifiers,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.enumeration.domain,DataDrivenEnumerationValueImpl.java,Cascade refresh operation,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.enumeration.domain,DataDrivenEnumerationValueImpl.java,Specifying Primary Tables for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.enumeration.domain,DataDrivenEnumerationValueImpl.java,Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.enumeration.domain,DataDrivenEnumerationValueImpl.java,Mapping Joined Table Inheritance,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.web.deeplink,DeepLinkService.java,Autowiring,Spring Beans,0.73333335,Y,
main.java.org.broadleafcommerce.common.util,DialectHelper.java,Persistence Contexts,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.email.dao,EmailReportingDaoImpl.java,Persistence Contexts,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.email.domain,EmailTrackingClicksImpl.java,Joining Columns for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.email.domain,EmailTrackingClicksImpl.java,Specifying IDs for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.email.domain,EmailTrackingClicksImpl.java,n-1 Associations,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.email.domain,EmailTrackingClicksImpl.java,Generation of values for simple identifiers,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.email.domain,EmailTrackingClicksImpl.java,Specifying Primary Tables for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.email.domain,EmailTrackingClicksImpl.java,Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.email.domain,EmailTrackingImpl.java,Specifying IDs for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.email.domain,EmailTrackingImpl.java,Generation of values for simple identifiers,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.email.domain,EmailTrackingImpl.java,Enforcing Indices,Hibernate,0.73333335,Y,
main.java.org.broadleafcommerce.common.email.domain,EmailTrackingImpl.java,Specifying Primary Tables for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.email.domain,EmailTrackingImpl.java,Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.email.domain,EmailTrackingOpensImpl.java,Joining Columns for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.email.domain,EmailTrackingOpensImpl.java,Specifying IDs for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.email.domain,EmailTrackingOpensImpl.java,n-1 Associations,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.email.domain,EmailTrackingOpensImpl.java,Generation of values for simple identifiers,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.email.domain,EmailTrackingOpensImpl.java,Enforcing Indices,Hibernate,0.73333335,Y,
main.java.org.broadleafcommerce.common.email.domain,EmailTrackingOpensImpl.java,Specifying Primary Tables for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.email.domain,EmailTrackingOpensImpl.java,Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.dao,GenericEntityDaoImpl.java,Persistence Contexts,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.i18n.domain,ISOCountryImpl.java,Specifying IDs for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.i18n.domain,ISOCountryImpl.java,Mapping Inheritance,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.i18n.domain,ISOCountryImpl.java,Specifying Primary Tables for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.i18n.domain,ISOCountryImpl.java,Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.i18n.domain,ISOCountryImpl.java,Mapping Joined Table Inheritance,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.i18n.dao,ISODaoImpl.java,Persistence Contexts,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.locale.dao,LocaleDaoImpl.java,Persistence Contexts,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.locale.domain,LocaleImpl.java,Joining Columns for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.locale.domain,LocaleImpl.java,Specifying IDs for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.locale.domain,LocaleImpl.java,n-1 Associations,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.locale.domain,LocaleImpl.java,Mapping Inheritance,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.locale.domain,LocaleImpl.java,Specifying Primary Tables for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.locale.domain,LocaleImpl.java,Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.locale.domain,LocaleImpl.java,Mapping Joined Table Inheritance,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.media.domain,MediaImpl.java,Specifying IDs for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.media.domain,MediaImpl.java,Mapping Inheritance,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.media.domain,MediaImpl.java,Generation of values for simple identifiers,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.media.domain,MediaImpl.java,Specifying Primary Tables for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.media.domain,MediaImpl.java,Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.media.domain,MediaImpl.java,Mapping Joined Table Inheritance,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.config.dao,ModuleConfigurationDaoImpl.java,Persistence Contexts,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.sitemap.domain.weave,OptionalEnterpriseSiteMapConfigurationSiteMapGeneratorConfigurationTemplate.java,Cascade all operations,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.web.payment.controller,PaymentGatewayAbstractController.java,Autowiring,Spring Beans,0.73333335,Y,
main.java.org.broadleafcommerce.common.persistence,PreviewStatus.java,Specifying Columns for fields,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.persistence,PreviewStatus.java,Embeddable Classes in Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.sandbox.dao,SandBoxDaoImpl.java,Persistence Contexts,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.sandbox.domain,SandBoxImpl.java,Joining Columns for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.sandbox.domain,SandBoxImpl.java,Specifying IDs for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.sandbox.domain,SandBoxImpl.java,n-1 Associations,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.sandbox.domain,SandBoxImpl.java,Mapping Inheritance,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.sandbox.domain,SandBoxImpl.java,Generation of values for simple identifiers,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.sandbox.domain,SandBoxImpl.java,Enforcing Indices,Hibernate,0.73333335,Y,
main.java.org.broadleafcommerce.common.sandbox.domain,SandBoxImpl.java,Specifying Primary Tables for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.sandbox.domain,SandBoxImpl.java,Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.sandbox.domain,SandBoxImpl.java,Mapping Joined Table Inheritance,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.sandbox.domain,SandBoxManagementImpl.java,Joining Columns for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.sandbox.domain,SandBoxManagementImpl.java,Specifying IDs for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.sandbox.domain,SandBoxManagementImpl.java,Specifying Columns for fields,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.sandbox.domain,SandBoxManagementImpl.java,Mapping Inheritance,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.sandbox.domain,SandBoxManagementImpl.java,Generation of values for simple identifiers,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.sandbox.domain,SandBoxManagementImpl.java,Specifying Primary Tables for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.sandbox.domain,SandBoxManagementImpl.java,Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.sandbox.domain,SandBoxManagementImpl.java,Mapping Joined Table Inheritance,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.persistence,SequenceGeneratorCorruptionDetection.java,Persistence Contexts,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.site.domain,SiteCatalogXrefImpl.java,Specifying IDs for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.site.domain,SiteCatalogXrefImpl.java,Specifying Columns for fields,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.site.domain,SiteCatalogXrefImpl.java,Mapping Inheritance,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.site.domain,SiteCatalogXrefImpl.java,Generation of values for simple identifiers,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.site.domain,SiteCatalogXrefImpl.java,Specifying Primary Tables for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.site.domain,SiteCatalogXrefImpl.java,Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.site.domain,SiteCatalogXrefImpl.java,Mapping Joined Table Inheritance,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.site.dao,SiteDaoImpl.java,Persistence Contexts,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.site.domain,SiteImpl.java,Specifying IDs for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.site.domain,SiteImpl.java,Mapping Inheritance,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.site.domain,SiteImpl.java,Generation of values for simple identifiers,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.site.domain,SiteImpl.java,Joining Tables for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.site.domain,SiteImpl.java,Cascade refresh operation,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.site.domain,SiteImpl.java,Cascade persist operation,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.site.domain,SiteImpl.java,Cascade detach operation,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.site.domain,SiteImpl.java,Cascade merge operation,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.site.domain,SiteImpl.java,Enforcing Indices,Hibernate,0.73333335,Y,
main.java.org.broadleafcommerce.common.site.domain,SiteImpl.java,Specifying Primary Tables for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.site.domain,SiteImpl.java,Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.site.domain,SiteImpl.java,Mapping Joined Table Inheritance,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.site.domain,SiteImpl.java,Batch Reading,Hibernate,0.73333335,Y,
main.java.org.broadleafcommerce.common.site.domain,SiteImpl.java,m-n Associations,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.sitemap.domain,SiteMapConfigurationImpl.java,Cascade all operations,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.sitemap.domain,SiteMapConfigurationImpl.java,Specifying Primary Tables for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.sitemap.domain,SiteMapConfigurationImpl.java,Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.sitemap.domain,SiteMapGeneratorConfigurationImpl.java,Joining Columns for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.sitemap.domain,SiteMapGeneratorConfigurationImpl.java,Specifying IDs for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.sitemap.domain,SiteMapGeneratorConfigurationImpl.java,n-1 Associations,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.sitemap.domain,SiteMapGeneratorConfigurationImpl.java,Mapping Inheritance,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.sitemap.domain,SiteMapGeneratorConfigurationImpl.java,Generation of values for simple identifiers,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.sitemap.domain,SiteMapGeneratorConfigurationImpl.java,Specifying Primary Tables for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.sitemap.domain,SiteMapGeneratorConfigurationImpl.java,Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.sitemap.domain,SiteMapGeneratorConfigurationImpl.java,Mapping Joined Table Inheritance,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.sitemap.domain,SiteMapUrlEntryImpl.java,Joining Columns for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.sitemap.domain,SiteMapUrlEntryImpl.java,Specifying IDs for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.sitemap.domain,SiteMapUrlEntryImpl.java,n-1 Associations,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.sitemap.domain,SiteMapUrlEntryImpl.java,Generation of values for simple identifiers,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.sitemap.domain,SiteMapUrlEntryImpl.java,Specifying Primary Tables for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.sitemap.domain,SiteMapUrlEntryImpl.java,Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.config.dao,SystemPropertiesDaoImpl.java,Persistence Contexts,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.config.service,SystemPropertiesServiceImpl.java,Autowiring,Spring Beans,0.73333335,Y,
main.java.org.broadleafcommerce.common.config.domain,SystemPropertyImpl.java,Specifying IDs for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.config.domain,SystemPropertyImpl.java,Mapping Inheritance,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.config.domain,SystemPropertyImpl.java,Generation of values for simple identifiers,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.config.domain,SystemPropertyImpl.java,Specifying Primary Tables for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.config.domain,SystemPropertyImpl.java,Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.config.domain,SystemPropertyImpl.java,Mapping Joined Table Inheritance,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.i18n.dao,TranslationDaoImpl.java,Persistence Contexts,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.i18n.domain,TranslationImpl.java,Specifying IDs for Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.i18n.domain,TranslationImpl.java,Mapping Inheritance,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.i18n.domain,TranslationImpl.java,Generation of values for simple identifiers,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.i18n.domain,TranslationImpl.java,Enforcing Indices,Hibernate,0.73333335,Y,
main.java.org.broadleafcommerce.common.i18n.domain,TranslationImpl.java,Entities,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.i18n.domain,TranslationImpl.java,Mapping Joined Table Inheritance,JPA,0.73333335,Y,
main.java.org.broadleafcommerce.common.currency.dao,BroadleafCurrencyDaoImpl.java,EntityManager,JPA,0.8,Y,
main.java.org.broadleafcommerce.common.web,BroadleafRequestContext.java,EntityManager,JPA,0.8,Y,
main.java.org.broadleafcommerce.common.site.domain,CatalogImpl.java,Specifying Columns for fields,JPA,0.8,Y,
main.java.org.broadleafcommerce.common.enumeration.dao,DataDrivenEnumerationDaoImpl.java,EntityManager,JPA,0.8,Y,
main.java.org.broadleafcommerce.common.enumeration.domain,DataDrivenEnumerationValueImpl.java,Enforcing Indices,Hibernate,0.8,Y,
main.java.org.broadleafcommerce.common.sandbox,DefaultSandBoxHelper.java,Session,Hibernate,0.8,Y,
main.java.org.broadleafcommerce.common.util,DialectHelper.java,EntityManager,JPA,0.8,Y,
main.java.org.broadleafcommerce.common.email.dao,EmailReportingDaoImpl.java,EntityManager,JPA,0.8,Y,
main.java.org.broadleafcommerce.common.email.domain,EmailTrackingClicksImpl.java,Enforcing Indices,Hibernate,0.8,Y,
main.java.org.broadleafcommerce.common.dao,GenericEntityDao.java,EntityManager,JPA,0.8,Y,
main.java.org.broadleafcommerce.common.service,GenericEntityService.java,EntityManager,JPA,0.8,Y,
main.java.org.broadleafcommerce.common.util.tenant,IdentityExecutionUtils.java,DataSource,Java SQL,0.8,Y,
main.java.org.broadleafcommerce.common.i18n.dao,ISODaoImpl.java,EntityManager,JPA,0.8,Y,
main.java.org.broadleafcommerce.common.locale.dao,LocaleDaoImpl.java,EntityManager,JPA,0.8,Y,
main.java.org.broadleafcommerce.common.media.domain,MediaImpl.java,Enforcing Indices,Hibernate,0.8,Y,
main.java.org.broadleafcommerce.common.config.dao,ModuleConfigurationDaoImpl.java,EntityManager,JPA,0.8,Y,
main.java.org.broadleafcommerce.common.resource.service,ResourceBundlingServiceImpl.java,Autowiring,Spring Beans,0.8,Y,
main.java.org.broadleafcommerce.common.sandbox.domain,SandBoxManagementImpl.java,Cascade all operations,JPA,0.8,Y,
main.java.org.broadleafcommerce.common.persistence,SequenceGeneratorCorruptionDetection.java,SessionFactory,Hibernate,0.8,Y,
main.java.org.broadleafcommerce.common.site.domain,SiteCatalogXrefImpl.java,Joining Columns for Entities,JPA,0.8,Y,
main.java.org.broadleafcommerce.common.site.domain,SiteCatalogXrefImpl.java,n-1 Associations,JPA,0.8,Y,
main.java.org.broadleafcommerce.common.site.dao,SiteDaoImpl.java,EntityManager,JPA,0.8,Y,
main.java.org.broadleafcommerce.common.config.dao,SystemPropertiesDaoImpl.java,EntityManager,JPA,0.8,Y,
main.java.org.broadleafcommerce.common.i18n.dao,TranslationDaoExtensionHandler.java,EntityManager,JPA,0.8,Y,
main.java.org.broadleafcommerce.common.util,UpdateExecutor.java,EntityManager,JPA,0.8,Y,
main.java.org.broadleafcommerce.common.util,BLCFieldUtils.java,SessionFactory,Hibernate,0.8333334,Y,
main.java.org.broadleafcommerce.common.currency.domain,BroadleafCurrencyImpl.java,Specifying Columns for fields,JPA,0.8333334,Y,
main.java.org.broadleafcommerce.common.enumeration.domain,DataDrivenEnumerationImpl.java,Specifying Columns for fields,JPA,0.8333334,Y,
main.java.org.broadleafcommerce.common.util,DialectHelper.java,Session,Hibernate,0.8333334,Y,
main.java.org.broadleafcommerce.common.email.domain,EmailTrackingOpensImpl.java,Specifying Columns for fields,JPA,0.8333334,Y,
main.java.org.broadleafcommerce.common.service,GenericEntityServiceImpl.java,EntityManager,JPA,0.8333334,Y,
main.java.org.broadleafcommerce.common.cache,HydratedSetup.java,EntityManagerFactory,JPA,0.8333334,Y,
main.java.org.broadleafcommerce.common.util.tenant,IdentityExecutionUtils.java,EntityManagerFactory,JPA,0.8333334,Y,
main.java.org.broadleafcommerce.common.util,StreamingTransactionCapableUtil.java,EntityManager,JPA,0.8333334,Y,
main.java.org.broadleafcommerce.common.util,UpdateExecutor.java,Session,Hibernate,0.8333334,Y,
main.java.org.broadleafcommerce.common.audit,Auditable.java,Specifying Columns for fields,JPA,0.85333335,Y,
main.java.org.broadleafcommerce.common.enumeration.domain,DataDrivenEnumerationValueImpl.java,Specifying Columns for fields,JPA,0.85333335,Y,
main.java.org.broadleafcommerce.common.sandbox,DefaultSandBoxHelper.java,EntityManager,JPA,0.85333335,Y,
main.java.org.broadleafcommerce.common.util.dao,DynamicDaoHelper.java,SessionFactory,Hibernate,0.85333335,Y,
main.java.org.broadleafcommerce.common.email.domain,EmailTrackingImpl.java,Specifying Columns for fields,JPA,0.85333335,Y,
main.java.org.broadleafcommerce.common.locale.domain,LocaleImpl.java,Specifying Columns for fields,JPA,0.85333335,Y,
main.java.org.broadleafcommerce.common.persistence,SequenceGeneratorCorruptionDetection.java,EntityManager,JPA,0.85333335,Y,
main.java.org.broadleafcommerce.common.sitemap.domain,SiteMapConfigurationImpl.java,Specifying Columns for fields,JPA,0.85333335,Y,
main.java.org.broadleafcommerce.common.i18n.dao,TranslationDaoImpl.java,EntityManager,JPA,0.85333335,Y,
main.java.org.broadleafcommerce.common.email.domain,EmailTrackingClicksImpl.java,Specifying Columns for fields,JPA,0.86666673,Y,
main.java.org.broadleafcommerce.common.dao,GenericEntityDaoImpl.java,EntityManager,JPA,0.86666673,Y,
main.java.org.broadleafcommerce.common.dao,GenericEntityDaoImpl.java,Session,Hibernate,0.86666673,Y,
main.java.org.broadleafcommerce.common.i18n.domain,ISOCountryImpl.java,Specifying Columns for fields,JPA,0.86666673,Y,
main.java.org.broadleafcommerce.common.media.domain,MediaImpl.java,Specifying Columns for fields,JPA,0.86666673,Y,
main.java.org.broadleafcommerce.common.site.domain,SiteImpl.java,Specifying Columns for fields,JPA,0.86666673,Y,
main.java.org.broadleafcommerce.common.sitemap.domain,SiteMapGeneratorConfigurationImpl.java,Specifying Columns for fields,JPA,0.86666673,Y,
main.java.org.broadleafcommerce.common.sitemap.domain,SiteMapUrlEntryImpl.java,Specifying Columns for fields,JPA,0.86666673,Y,
main.java.org.broadleafcommerce.common.sandbox,SandBoxHelper.java,EntityManager,JPA,0.87619054,Y,
main.java.org.broadleafcommerce.common.i18n.domain,TranslationImpl.java,Specifying Columns for fields,JPA,0.87619054,Y,
main.java.org.broadleafcommerce.common.util.dao,TypedQueryBuilder.java,EntityManager,JPA,0.87619054,Y,
main.java.org.broadleafcommerce.common.config.domain,AbstractModuleConfiguration.java,Specifying Columns for fields,JPA,0.8833334,Y,
main.java.org.broadleafcommerce.common.util.dao,DynamicDaoHelper.java,Session,Hibernate,0.8833334,Y,
main.java.org.broadleafcommerce.common.sandbox.domain,SandBoxImpl.java,Specifying Columns for fields,JPA,0.8833334,Y,
main.java.org.broadleafcommerce.common.config.domain,SystemPropertyImpl.java,Specifying Columns for fields,JPA,0.8833334,Y,
main.java.org.broadleafcommerce.common.util.dao,DynamicDaoHelper.java,EntityManager,JPA,0.8888889,Y,
main.java.org.broadleafcommerce.common.util.dao,DynamicDaoHelperImpl.java,EntityManager,JPA,0.8888889,Y,
main.java.org.broadleafcommerce.common.cache,HydratedSetup.java,EntityManager,JPA,0.8888889,Y,
main.java.org.broadleafcommerce.common.util.dao,DynamicDaoHelperImpl.java,SessionFactory,Hibernate,0.89696974,Y,
main.java.org.broadleafcommerce.common.extensibility.jpa,MergePersistenceUnitManager.java,DataSource,Java SQL,0.90000004,Y,
main.java.org.broadleafcommerce.common.util.dao,DynamicDaoHelperImpl.java,Session,Hibernate,0.9047619,Y,
main.java.org.broadleafcommerce.common.sandbox.dao,SandBoxDaoImpl.java,EntityManager,JPA,0.91999966,Y,
,,,,,,
,,,,,,
,,,,,,
,,,Not used,137,,
,,,Used,239,,
